property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,median_price_per_sqft_group,assessment_flag
P-101186,11186,"6689 Broadway, Oakland, CA 85743",6689 Broadway,,Oakland,CA,85743,Alameda,45.669713,-98.173555,Single Family,4,2.5,5353,14877,1942,82,2788549.96,2020-07-29,2085,520.93,2932973.48,2022,47147.1,Kenneth Wright,False,CA-AL-74295,449.01,Within band
P-101187,11187,"9305 Sunset Blvd, Apt 1B, Tampa, FL 64877",9305 Sunset Blvd,Apt 1B,Tampa,FL,64877,Hillsborough,39.61434,-72.977531,Condo,7,2.5,4398,5879,1978,46,695279.43,2026-03-20,25,158.09,667585.09,2023,10233.38,William Sanchez,True,FL-HI-30674,145.87,Within band
P-101188,11188,"8874 Monroe Blvd, Apt 11E, Baton Rouge, LA 21416",8874 Monroe Blvd,Apt 11E,Baton Rouge,LA,21416,East Baton Rouge,38.876153,-136.345737,Townhouse,3,1.0,1525,6149,1965,59,724568.19,2019-06-09,2501,475.13,792328.67,2023,6593.29,Anthony Hill,True,LA-EA-90862,124.05,Within band
P-101189,11189,"3210 Main St, Portland, OR 58216",3210 Main St,,Portland,OR,58216,Multnomah,27.849284,-104.168539,Single Family,3,2.5,5199,13597,2015,9,1230928.53,2018-11-24,2698,236.76,1275124.91,2022,20871.88,George Baker,False,OR-MU-19875,291.42,Within band
P-101190,11190,"8927 Park Way, St. Louis, MO 64301",8927 Park Way,,St. Louis,MO,64301,St. Louis,33.494113,-82.177182,Single Family,4,4.0,5850,10291,2004,20,292999.32,2025-01-02,467,50.09,264614.12,2024,3792.57,Ronald Carter,False,MO-ST-16790,127.4,Under-assessed
P-101192,11192,"609 Birch St, Naperville, IL 92457",609 Birch St,,Naperville,IL,92457,DuPage,35.294663,-111.970419,Single Family,4,2.0,3894,6355,1987,37,249171.43,2021-08-19,1699,63.99,240470.45,2024,5049.88,Charles Martin,False,IL-DU-52762,104.35,Within band
P-101193,11193,"415 Lakeshore Dr, Apt 29D, San Antonio, TX 29307",415 Lakeshore Dr,Apt 29D,San Antonio,TX,29307,Bexar,34.683014,-99.599916,Townhouse,5,2.0,5855,16452,1979,45,612449.78,2025-04-15,364,104.6,503788.08,2024,10075.76,Donna Baker,True,TX-BE-88622,143.56,Under-assessed
P-101194,11194,"2909 Riverside Dr, Orlando, FL 63234",2909 Riverside Dr,,Orlando,FL,63234,Orange,31.385698,-155.646629,Single Family,5,2.0,737,4670,1999,25,213636.57,2025-08-24,233,289.87,211645.65,2022,4218.35,Mark Gonzalez,False,FL-OR-44676,138.34,Within band
P-101195,11195,"4512 Jefferson St, Tacoma, WA 52737",4512 Jefferson St,,Tacoma,WA,52737,Pierce,42.281318,-123.810788,Single Family,6,3.0,3336,11887,2007,17,2955026.78,2020-11-06,1985,885.8,3161870.02,2022,32073.1,Deborah Mitchell,True,WA-PI-96759,526.32,Within band
P-101196,11196,"4986 Broadway, Apt 13D, Manhattan, NY 96196",4986 Broadway,Apt 13D,Manhattan,NY,96196,New York,44.23799,-138.299383,Townhouse,1,1.5,1879,5529,1978,46,1560907.19,2026-03-08,37,830.71,1334250.8,2023,29353.52,Betty Rivera,True,NY-NE-89959,521.74,Under-assessed
P-101197,11197,"2260 Heritage Ln, Apt 22A, Austin, TX 41756",2260 Heritage Ln,Apt 22A,Austin,TX,41756,Travis,30.948965,-145.432688,Condo,1,3.5,3507,7149,2009,15,715996.66,2023-06-01,1048,204.16,680461.49,2022,13609.23,Donald White,False,TX-TR-46488,158.16,Within band
P-101198,11198,"6655 Jackson Dr, Apt 13D, Charlotte, NC 76849",6655 Jackson Dr,Apt 13D,Charlotte,NC,76849,Mecklenburg,35.489785,-146.65949,Townhouse,4,4.5,2637,11120,1967,57,335627.28,2018-04-18,2918,127.28,308783.72,2022,6172.2,David Anderson,True,NC-ME-59959,129.09,Within band
P-101199,11199,"8766 Willow Way, Apt 1D, Tulsa, OK 47185",8766 Willow Way,Apt 1D,Tulsa,OK,47185,Tulsa,36.51064,-145.746744,Townhouse,3,4.5,6060,8913,1937,87,703825.88,2023-05-29,1051,116.14,602333.19,2024,7615.55,William Clark,True,OK-TU-26883,135.38,Under-assessed
P-101200,11200,"6623 Elm St, Pittsburgh, PA 69468",6623 Elm St,,Pittsburgh,PA,69468,Allegheny,46.138635,-107.479952,Multi Family,2,2.5,3424,9600,1998,26,888508.05,2016-04-21,3645,259.49,963493.61,2024,17201.69,Donna Mitchell,False,PA-AL-81848,221.23,Within band
P-101201,11201,"3628 Ridgewood Rd, Charlotte, NC 82462",3628 Ridgewood Rd,,Charlotte,NC,82462,Mecklenburg,40.472302,-81.730966,Multi Family,5,5.0,4401,16035,1983,41,471733.05,2024-03-07,768,107.19,430055.76,2023,3504.22,Linda Thomas,True,NC-ME-32631,162.12,Within band
P-101202,11202,"8673 Adams St, Apt 22D, San Diego, CA 89692",8673 Adams St,Apt 22D,San Diego,CA,89692,San Diego,42.547109,-148.678829,Condo,5,5.0,2153,11975,1930,94,922011.58,2024-11-13,517,428.25,848928.59,2022,6836.45,John Jackson,True,CA-SA-95507,453.06,Within band
P-101203,11203,"2505 Elm St, Grand Rapids, MI 49971",2505 Elm St,,Grand Rapids,MI,49971,Kent,40.641568,-99.463857,Single Family,7,3.0,5220,6378,1947,77,354404.82,2026-02-04,69,67.89,305226.75,2024,4257.45,Barbara Green,False,MI-KE-71613,152.83,Under-assessed
P-101204,11204,"643 Summit Rd, Apt 19D, Jacksonville, FL 94466",643 Summit Rd,Apt 19D,Jacksonville,FL,94466,Duval,29.671462,-98.591522,Condo,2,2.0,3031,3217,1962,62,604446.09,2018-04-30,2906,199.42,601236.09,2022,8551.43,Joseph Perez,False,FL-DU-14060,145.87,Within band
P-101205,11205,"7114 River Blvd, Apt 8A, Minneapolis, MN 91577",7114 River Blvd,Apt 8A,Minneapolis,MN,91577,Hennepin,45.996846,-108.393159,Townhouse,4,2.0,5256,14188,1924,100,626247.3,2016-09-01,3512,119.15,570515.34,2024,5465.82,James Garcia,True,MN-HE-57775,130.12,Within band
P-101206,11206,"6792 Willow Way, Apt 11B, Eugene, OR 23173",6792 Willow Way,Apt 11B,Eugene,OR,23173,Lane,45.815853,-119.536631,Townhouse,4,2.0,5938,16455,2018,6,648455.62,2016-10-15,3468,109.2,520073.25,2022,9124.6,Lisa Young,True,OR-LA-31412,118.34,Under-assessed
P-101207,11207,"3281 Riverside Dr, Irvine, CA 96569",3281 Riverside Dr,,Irvine,CA,96569,Orange,37.394829,-83.01344,Single Family,1,1.0,4664,12695,1983,41,1049170.34,2024-05-19,695,224.95,862399.53,2023,7541.96,Mark Garcia,False,CA-OR-96932,449.01,Under-assessed
P-101208,11208,"837 Sunset Blvd, Apt 9D, Atlanta, GA 53715",837 Sunset Blvd,Apt 9D,Atlanta,GA,53715,Fulton,43.083139,-92.253656,Townhouse,5,1.5,5439,8687,1986,38,497737.81,2023-12-05,861,91.51,466821.6,2022,5405.44,Susan Jackson,False,GA-FU-50699,170.94,Within band
P-101210,11210,"658 Hillcrest Ave, Albuquerque, NM 21773",658 Hillcrest Ave,,Albuquerque,NM,21773,Bernalillo,33.808013,-136.216372,Single Family,7,5.0,5458,11145,1930,94,329027.94,2021-12-25,1571,60.28,282232.17,2023,2383.3,John Scott,False,NM-BE-76700,119.2,Under-assessed
P-101211,11211,"5741 Hillcrest Ave, Austin, TX 81382",5741 Hillcrest Ave,,Austin,TX,81382,Travis,40.662672,-93.583981,Single Family,3,4.5,2734,7178,2011,13,744598.02,2021-11-18,1608,272.35,745136.41,2022,14902.73,Linda Sanchez,True,TX-TR-74473,115.36,Within band
P-101212,11212,"144 Cedar Ln, Rockville, MD 47362",144 Cedar Ln,,Rockville,MD,47362,Montgomery,21.29966,-135.612794,Single Family,6,3.0,3212,8319,1935,89,947491.49,2026-01-28,76,294.98,1040666.2,2022,15870.66,Melissa Wright,True,MD-MO-20673,292.68,Within band
P-101213,11213,"495 Jefferson St, Provo, UT 87144",495 Jefferson St,,Provo,UT,87144,Utah,31.139402,-90.101747,Single Family,2,5.0,3645,12557,1990,34,431485.35,2023-02-27,1142,118.38,426524.39,2024,7218.89,Brian Lewis,True,UT-UT-11631,109.86,Within band
P-101214,11214,"6518 Ridgewood Rd, Queens, NY 30637",6518 Ridgewood Rd,,Queens,NY,30637,Queens,37.114133,-127.598686,Multi Family,3,4.0,6410,16245,1946,78,3094202.5,2018-03-08,2959,482.71,2695109.16,2024,59292.4,Richard Brown,False,NY-QU-89285,515.98,Under-assessed
P-101215,11215,"5014 Adams St, St. Louis, MO 12708",5014 Adams St,,St. Louis,MO,12708,St. Louis,34.333145,-112.871096,Single Family,7,4.0,4592,5289,1984,40,681470.72,2019-07-01,2479,148.4,659334.33,2022,9994.83,Robert Baker,False,MO-ST-88575,127.4,Within band
P-101216,11216,"1618 Heritage Ln, Wichita, KS 39144",1618 Heritage Ln,,Wichita,KS,39144,Sedgwick,23.08981,-139.626782,Single Family,7,4.0,3701,5343,1932,92,381522.9,2023-03-11,1130,103.09,368575.33,2024,3156.68,William Sanchez,True,KS-SE-96263,104.04,Within band
P-101217,11217,"1925 Creekside Dr, Tampa, FL 14239",1925 Creekside Dr,,Tampa,FL,14239,Hillsborough,28.824618,-117.4305,Single Family,2,1.0,3168,6868,1996,28,825887.39,2018-09-05,2778,260.7,662446.86,2023,12867.15,Margaret Rivera,True,FL-HI-72947,138.34,Under-assessed
P-101219,11219,"3045 Monroe Blvd, Philadelphia, PA 52823",3045 Monroe Blvd,,Philadelphia,PA,52823,Philadelphia,39.63276,-106.869032,Single Family,3,2.5,711,2969,2015,9,419806.5,2017-12-26,3031,590.45,403176.36,2022,3853.11,Dorothy Scott,False,PA-PH-10778,120.29,Within band
P-101220,11220,"6461 Creekside Dr, Waukegan, IL 16346",6461 Creekside Dr,,Waukegan,IL,16346,Lake,29.762069,-86.303723,Multi Family,2,1.0,3845,10329,1950,74,458498.72,2026-03-10,35,119.25,417825.01,2022,8774.33,Carol Garcia,False,IL-LA-66221,177.46,Within band
P-101221,11221,"231 Park Way, Apt 25C, Seattle, WA 11435",231 Park Way,Apt 25C,Seattle,WA,11435,King,43.778899,-105.962175,Townhouse,1,2.0,1080,4967,2001,23,537878.1,2022-03-11,1495,498.04,452127.79,2024,5040.1,William Hall,True,WA-KI-70302,380.09,Under-assessed
P-101222,11222,"7759 Meadow Ln, Louisville, KY 40312",7759 Meadow Ln,,Louisville,KY,40312,Jefferson,43.722905,-107.020405,Single Family,4,1.0,1005,11216,2011,13,536088.0,2025-10-19,177,533.42,450268.02,2023,5486.88,Dorothy Jackson,False,KY-JE-43788,133.33,Under-assessed
P-101223,11223,"9775 Lake Dr, Apt 12E, Seattle, WA 15746",9775 Lake Dr,Apt 12E,Seattle,WA,15746,King,29.454103,-91.996504,Townhouse,3,3.0,3298,6986,1985,39,726216.97,2020-01-12,2284,220.2,584522.59,2024,5523.33,Emily Hill,True,WA-KI-92477,380.09,Under-assessed
P-101224,11224,"4743 Heritage Ln, Waukegan, IL 53276",4743 Heritage Ln,,Waukegan,IL,53276,Lake,31.550628,-121.665434,Single Family,5,3.5,1823,3843,1983,41,600894.19,2025-09-11,215,329.62,537481.34,2023,11287.11,Sarah Clark,True,IL-LA-65050,104.35,Under-assessed
P-101225,11225,"5172 Summit Rd, Brooklyn, NY 13995",5172 Summit Rd,,Brooklyn,NY,13995,Kings,32.862591,-131.219056,Single Family,7,4.0,3926,4188,1936,88,1050058.01,2017-04-25,3276,267.46,1153269.85,2023,25371.94,Mary Jones,True,NY-KI-36089,408.84,Within band
P-101226,11226,"1211 Harbor View Blvd, Austin, TX 40198",1211 Harbor View Blvd,,Austin,TX,40198,Travis,39.003855,-101.771671,Single Family,4,4.5,1369,6546,1974,50,162095.5,2020-05-18,2157,118.4,151074.84,2022,3021.5,Susan Taylor,True,TX-TR-37418,115.36,Within band
P-101227,11227,"9778 Ridgewood Rd, Charlotte, NC 50316",9778 Ridgewood Rd,,Charlotte,NC,50316,Mecklenburg,32.721947,-133.914699,Multi Family,3,3.5,2351,3941,2007,17,753087.38,2018-06-30,2845,320.33,814607.63,2023,12220.98,Daniel Campbell,True,NC-ME-85060,162.12,Within band
P-101228,11228,"8696 Creekside Dr, San Francisco, CA 66980",8696 Creekside Dr,,San Francisco,CA,66980,San Francisco,46.557231,-75.504541,Multi Family,5,2.5,4119,9527,1969,55,3149782.86,2020-01-27,2269,764.7,2741934.61,2023,45411.36,Dorothy Taylor,False,CA-SA-83343,479.75,Under-assessed
P-101229,11229,"6587 Main St, Kansas City, MO 59054",6587 Main St,,Kansas City,MO,59054,Jackson,39.196617,-152.721686,Single Family,2,4.5,4483,16460,1931,93,542807.49,2023-07-18,1001,121.08,573563.83,2024,5278.59,Susan Hernandez,True,MO-JA-57170,127.4,Within band
P-101230,11230,"8109 Monroe Blvd, Apt 27D, Saint Paul, MN 38444",8109 Monroe Blvd,Apt 27D,Saint Paul,MN,38444,Ramsey,26.025824,-85.887965,Townhouse,6,4.5,2342,13525,1937,87,284059.98,2016-08-18,3526,121.29,261750.41,2023,2219.39,Emily Rodriguez,True,MN-RA-31478,130.12,Within band
P-101231,11231,"6261 Washington Ave, Apt 23A, Kansas City, MO 43854",6261 Washington Ave,Apt 23A,Kansas City,MO,43854,Jackson,25.381454,-115.814395,Condo,5,2.0,2433,14244,1988,36,796623.63,2018-12-22,2670,327.42,670922.32,2022,7285.94,Susan Johnson,True,MO-JA-42946,180.87,Under-assessed
P-101233,11233,"4502 Valley View Dr, Reno, NV 26624",4502 Valley View Dr,,Reno,NV,26624,Washoe,44.762528,-151.990631,Single Family,3,4.0,5256,16556,1997,27,605421.87,2024-01-08,827,115.19,584434.46,2022,5547.34,James Rivera,False,NV-WA-47269,117.32,Within band
P-101234,11234,"3597 Sunset Blvd, Charlotte, NC 34157",3597 Sunset Blvd,,Charlotte,NC,34157,Mecklenburg,41.496606,-119.372851,Single Family,2,4.5,4281,11939,1979,45,290308.27,2025-06-09,309,67.81,268317.49,2024,3776.51,Robert Sanchez,True,NC-ME-49156,151.03,Within band
P-101235,11235,"563 Harbor View Blvd, Apt 16C, Baltimore, MD 10452",563 Harbor View Blvd,Apt 16C,Baltimore,MD,10452,Baltimore,26.494387,-125.548959,Condo,4,1.0,3344,13409,1960,64,503358.86,2020-08-20,2063,150.53,522911.67,2022,8137.6,Jennifer Campbell,False,MD-BA-93927,253.54,Within band
P-101236,11236,"2267 Orchard Ln, San Diego, CA 45422",2267 Orchard Ln,,San Diego,CA,45422,San Diego,21.49032,-100.623673,Multi Family,4,3.5,4747,7483,1974,50,1833001.47,2024-09-26,565,386.14,1670551.86,2022,30240.81,Sandra Hernandez,True,CA-SA-15244,479.75,Within band
P-101237,11237,"6732 Lincoln Rd, Charlotte, NC 76631",6732 Lincoln Rd,,Charlotte,NC,76631,Mecklenburg,38.552533,-125.955775,Multi Family,7,3.0,3972,15914,1929,95,340525.11,2021-04-05,1835,85.73,299723.3,2024,4144.7,Donna Wilson,True,NC-ME-38519,162.12,Under-assessed
P-101238,11238,"9450 Orchard Ln, Apt 23B, Baton Rouge, LA 85276",9450 Orchard Ln,Apt 23B,Baton Rouge,LA,85276,East Baton Rouge,43.224036,-95.398131,Townhouse,7,1.5,2710,12519,2010,14,514747.16,2025-11-24,141,189.94,502796.37,2024,9384.66,Daniel Smith,False,LA-EA-88278,124.05,Within band
P-101239,11239,"6931 Summit Rd, Apt 11E, Manhattan, NY 48875",6931 Summit Rd,Apt 11E,Manhattan,NY,48875,New York,26.736673,-145.534438,Condo,5,3.0,3721,5382,1936,88,757575.12,2018-03-23,2944,203.59,730617.41,2024,16073.58,Andrew Adams,True,NY-NE-23674,351.08,Within band
P-101240,11240,"9314 Valley View Dr, Everett, WA 39881",9314 Valley View Dr,,Everett,WA,39881,Snohomish,27.664163,-156.644712,Single Family,2,4.5,4179,15631,1940,84,869285.54,2024-02-13,791,208.01,908391.33,2024,14932.49,Lisa Young,True,WA-SN-93489,526.32,Within band
P-101241,11241,"5687 Creekside Dr, Bronx, NY 70436",5687 Creekside Dr,,Bronx,NY,70436,Bronx,40.782866,-96.440754,Single Family,7,5.0,4705,13328,1938,86,3222429.96,2024-11-02,528,684.89,2776151.97,2024,61075.34,Carol Walker,True,NY-BR-96148,408.84,Under-assessed
P-101242,11242,"4853 Elm St, Provo, UT 60847",4853 Elm St,,Provo,UT,60847,Utah,34.837148,-123.555488,Single Family,6,2.5,6317,18168,1952,72,568916.95,2022-02-18,1516,90.06,523542.53,2023,8885.1,Kenneth Hill,True,UT-UT-45522,109.86,Within band
P-101243,11243,"501 Ridgewood Rd, Apt 2E, Troy, MI 77543",501 Ridgewood Rd,Apt 2E,Troy,MI,77543,Oakland,32.352106,-118.387418,Condo,5,4.0,2179,13291,1989,35,308324.66,2026-03-29,16,141.5,325866.73,2023,3209.78,Betty Davis,True,MI-OA-81172,194.54,Within band
P-101244,11244,"6935 Pine Rd, Manhattan, NY 60356",6935 Pine Rd,,Manhattan,NY,60356,New York,31.620566,-156.355416,Multi Family,3,3.5,3210,15210,1977,47,2537370.65,2021-09-22,1665,790.46,2753871.73,2023,60585.18,Kimberly Sanchez,True,NY-NE-56985,515.98,Within band
P-101245,11245,"5868 River Blvd, Arlington, VA 32563",5868 River Blvd,,Arlington,VA,32563,Arlington,27.751291,-119.507055,Single Family,1,1.0,3765,12346,1977,47,705094.18,2017-06-16,3224,187.28,735264.1,2024,13433.3,Charles Baker,True,VA-AR-19344,195.64,Within band
P-101246,11246,"6368 Hillcrest Ave, Apt 14A, Pittsburgh, PA 43469",6368 Hillcrest Ave,Apt 14A,Pittsburgh,PA,43469,Allegheny,29.615047,-143.610156,Condo,7,3.0,2730,3855,2018,6,519587.88,2019-06-04,2506,190.33,489292.18,2023,3943.33,Richard Gonzalez,True,PA-AL-80046,115.78,Within band
P-101247,11247,"3923 Ridgewood Rd, Cambridge, MA 71597",3923 Ridgewood Rd,,Cambridge,MA,71597,Middlesex,43.982469,-93.473491,Single Family,1,2.5,3944,7122,1925,99,3139785.51,2022-12-09,1222,796.09,3274692.96,2023,32244.58,Jessica Allen,False,MA-MI-17964,390.17,Within band
P-101248,11248,"840 Valley View Dr, Apt 29D, Atlanta, GA 16358",840 Valley View Dr,Apt 29D,Atlanta,GA,16358,Fulton,35.32477,-92.978051,Condo,1,3.0,1166,4649,1954,70,641019.27,2026-02-23,50,549.76,625099.26,2023,9786.33,Joshua Walker,True,GA-FU-85478,139.77,Within band
P-101249,11249,"4568 Valley View Dr, Apt 17A, Brooklyn, NY 30035",4568 Valley View Dr,Apt 17A,Brooklyn,NY,30035,Kings,35.713825,-147.472119,Townhouse,4,3.0,4914,5129,1958,66,1419208.19,2025-10-22,174,288.81,1332936.81,2023,29324.61,Anthony Carter,False,NY-KI-49210,521.74,Within band
P-101250,11250,"5373 Orchard Ln, Apt 21A, Lexington, KY 93914",5373 Orchard Ln,Apt 21A,Lexington,KY,93914,Fayette,37.937695,-137.618835,Condo,6,1.0,3358,12934,2000,24,713789.32,2025-10-11,185,212.56,601086.8,2023,4816.55,Melissa Flores,True,KY-FA-29285,141.41,Under-assessed
P-101251,11251,"1574 Hillcrest Ave, Apt 10E, Tucson, AZ 79526",1574 Hillcrest Ave,Apt 10E,Tucson,AZ,79526,Pima,36.912312,-90.644552,Townhouse,5,3.0,5601,5888,1979,45,269143.64,2022-10-13,1279,48.05,227714.21,2022,2085.05,Deborah Lewis,False,AZ-PI-71756,81.85,Under-assessed
P-101252,11252,"7641 Meadow Ln, Apt 26E, Saint Paul, MN 89909",7641 Meadow Ln,Apt 26E,Saint Paul,MN,89909,Ramsey,30.680441,-74.470138,Condo,1,5.0,4084,8463,2007,17,527691.05,2024-07-01,652,129.21,454046.47,2024,6476.42,Timothy Rodriguez,False,MN-RA-51943,159.96,Under-assessed
P-101253,11253,"8526 Jackson Dr, Apt 7A, Troy, MI 23896",8526 Jackson Dr,Apt 7A,Troy,MI,23896,Oakland,36.119616,-143.151905,Condo,2,4.0,855,11387,1966,58,683605.83,2022-01-21,1544,799.54,693811.69,2023,6930.45,Mark Walker,True,MI-OA-77679,194.54,Within band
P-101254,11254,"3253 Main St, Apt 27C, Portland, OR 60324",3253 Main St,Apt 27C,Portland,OR,60324,Multnomah,31.675661,-83.622079,Condo,6,1.5,3643,5154,2023,1,935557.28,2017-05-01,3270,256.81,962975.54,2023,13954.08,Barbara Jackson,False,OR-MU-60001,306.82,Within band
P-101255,11255,"9326 Clearwater Ct, Nashville, TN 64305",9326 Clearwater Ct,,Nashville,TN,64305,Davidson,37.505725,-105.346377,Single Family,4,2.0,2529,4716,1978,46,685447.52,2023-10-25,902,271.04,682794.16,2022,9151.98,Paul Nguyen,True,TN-DA-29857,143.46,Within band
P-101256,11256,"3835 Riverside Dr, Hempstead, NY 99038",3835 Riverside Dr,,Hempstead,NY,99038,Nassau,42.9294,-152.07458,Multi Family,3,3.0,6452,15334,2000,24,2395174.87,2025-08-29,228,371.23,2398359.6,2024,52763.91,Ashley Lewis,True,NY-NA-44011,515.98,Within band
P-101257,11257,"7393 Willow Way, Apt 20A, Irvine, CA 75064",7393 Willow Way,Apt 20A,Irvine,CA,75064,Orange,29.319945,-139.380321,Condo,1,5.0,5030,15258,2007,17,571364.21,2021-03-17,1854,113.59,585467.82,2023,8296.23,Matthew Nguyen,True,CA-OR-74764,453.06,Within band
P-101258,11258,"9619 Clearwater Ct, Fort Wayne, IN 58443",9619 Clearwater Ct,,Fort Wayne,IN,58443,Allen,34.513086,-104.058369,Multi Family,2,4.0,5105,8547,1984,40,325588.14,2020-07-17,2097,63.78,303769.88,2022,4344.36,Barbara Johnson,False,IN-AL-62244,141.14,Within band
P-101259,11259,"2572 Monroe Blvd, San Francisco, CA 87814",2572 Monroe Blvd,,San Francisco,CA,87814,San Francisco,31.577425,-147.536646,Single Family,6,1.0,5777,11244,2014,10,719058.08,2016-06-06,3599,124.47,749390.85,2022,7386.17,Kenneth Adams,False,CA-SA-78549,449.01,Within band
P-101261,11261,"2504 Sunset Blvd, Apt 17E, Baltimore, MD 60806",2504 Sunset Blvd,Apt 17E,Baltimore,MD,60806,Baltimore,35.6619,-79.268495,Condo,3,5.0,6029,13183,2004,20,664545.8,2021-03-10,1861,110.22,715314.49,2022,11850.03,Robert Clark,True,MD-BA-70324,253.54,Within band
P-101262,11262,"8596 Madison Ave, Philadelphia, PA 35035",8596 Madison Ave,,Philadelphia,PA,35035,Philadelphia,29.965459,-96.925021,Single Family,7,4.5,4222,8090,2014,10,199217.82,2024-05-14,700,47.19,209569.04,2024,3936.87,Jessica Miller,True,PA-PH-54599,120.29,Within band
P-101263,11263,"799 Ridgewood Rd, Albuquerque, NM 67668",799 Ridgewood Rd,,Albuquerque,NM,67668,Bernalillo,38.917157,-154.152094,Single Family,6,1.5,4899,12737,1999,25,590733.2,2016-06-12,3593,120.58,603578.82,2024,6812.1,Karen Taylor,True,NM-BE-58187,119.2,Within band
P-101264,11264,"8904 Jefferson St, Apt 4C, Cambridge, MA 23719",8904 Jefferson St,Apt 4C,Cambridge,MA,23719,Middlesex,46.754252,-129.911391,Condo,4,1.0,5936,17430,1933,91,2745255.37,2023-09-27,930,462.48,3001478.47,2023,54656.87,Richard Sanchez,True,MA-MI-68191,450.14,Within band
P-101265,11265,"6547 Elm St, Albuquerque, NM 14911",6547 Elm St,,Albuquerque,NM,14911,Bernalillo,36.443652,-118.901779,Single Family,5,4.5,5005,5880,1938,86,301054.2,2022-11-21,1240,60.15,313484.42,2024,3512.32,Sandra Allen,True,NM-BE-64003,119.2,Within band
P-101266,11266,"9512 Heritage Ln, Rockville, MD 13242",9512 Heritage Ln,,Rockville,MD,13242,Montgomery,45.246955,-70.898209,Multi Family,6,4.0,3042,3396,1928,96,818407.69,2024-10-09,552,269.04,805269.62,2023,8554.83,Dorothy Allen,False,MD-MO-25600,293.88,Within band
P-101267,11267,"9640 Orchard Ln, Apt 11E, Knoxville, TN 57979",9640 Orchard Ln,Apt 11E,Knoxville,TN,57979,Knox,33.00466,-77.221305,Townhouse,6,2.0,6027,13222,1949,75,201479.26,2021-11-14,1612,33.43,219314.12,2024,2302.91,Robert Rodriguez,True,TN-KN-21629,80.48,Within band
P-101268,11268,"5085 Broadway, Cleveland, OH 39723",5085 Broadway,,Cleveland,OH,39723,Cuyahoga,27.005937,-130.892526,Multi Family,7,3.5,1165,10176,1964,60,608926.47,2023-06-07,1042,522.68,585338.64,2024,7723.15,Anthony Johnson,False,OH-CU-37171,119.72,Within band
P-101269,11269,"4878 Forest Glen Rd, Aurora, CO 71727",4878 Forest Glen Rd,,Aurora,CO,71727,Arapahoe,39.789003,-123.17647,Single Family,3,3.5,5062,9705,2003,21,398797.3,2019-04-02,2569,78.78,377308.85,2024,7237.8,Michelle Davis,True,CO-AR-67927,215.23,Within band
P-101270,11270,"5616 Main St, Austin, TX 31176",5616 Main St,,Austin,TX,31176,Travis,44.785336,-150.307736,Single Family,4,5.0,1188,11764,1956,68,815167.46,2025-03-04,406,686.17,707873.47,2023,14157.47,Brian Walker,True,TX-TR-17677,115.36,Under-assessed
P-101271,11271,"4280 Jefferson St, Baton Rouge, LA 73812",4280 Jefferson St,,Baton Rouge,LA,73812,East Baton Rouge,42.487825,-131.961266,Single Family,5,2.0,4991,11627,1956,68,638261.58,2023-07-30,989,127.88,696552.75,2022,12358.86,Sandra Green,True,LA-EA-13875,131.1,Within band
